Date,Open,High,Low,Close,Volume
2017-08-03,17779.0,17864.3,17579.9,17750.6,2854988
2017-08-04,17750.6,18660.8,17665.2,18518.6,3990404
2017-08-07,18234.1,18689.3,18234.1,18518.6,2551547
2017-08-08,18376.4,18660.8,18177.2,18319.5,2413096
2017-08-09,18262.6,18262.6,17466.1,17921.2,1998201
2017-08-10,17636.8,17921.2,17551.4,17608.3,1681989
2017-08-11,17608.3,17864.3,17181.6,17636.8,1178601
2017-08-14,17579.9,17807.4,17466.1,17693.7,1200329
2017-08-15,17693.7,17750.6,17437.6,17523.0,676021
2017-08-16,17437.6,17750.6,17238.5,17323.9,850980
2017-08-17,17238.5,17295.4,16555.8,16584.2,2741429
2017-08-18,16612.7,16954.1,16328.2,16897.2,1767427
2017-08-21,16897.2,17067.8,16555.8,16783.4,608417
2017-08-22,16726.5,16840.3,16555.8,16555.8,1424250
2017-08-23,16498.9,16783.4,16015.3,16356.7,1125715
2017-08-24,16214.4,16612.7,16129.1,16299.8,700581
2017-08-25,15986.9,16015.3,15190.4,15930.0,5686398
2017-08-28,15930.0,16498.9,15588.6,15588.6,853733
2017-08-29,15474.8,15844.6,15474.8,15503.3,1041068
2017-08-30,15503.3,15986.9,15503.3,15844.6,2416609
2017-08-31,15986.9,16157.6,15930.0,16015.3,1175547
2017-09-01,16015.3,16043.8,15645.5,15759.3,1175895
2017-09-05,15759.3,15873.1,15503.3,15560.2,877107
2017-09-06,15588.6,15588.6,15474.8,15560.2,767045
2017-09-07,15560.2,15816.2,15560.2,15730.9,1978704
2017-09-08,15730.9,15759.3,15617.1,15674.0,1177225
2017-09-11,15645.5,15645.5,15446.4,15446.4,2037272
2017-09-12,15446.4,15446.4,15190.4,15446.4,1984386
2017-09-13,15474.8,15958.4,15474.8,15873.1,1383754
2017-09-14,15901.5,16100.7,15873.1,15958.4,1087893
2017-09-15,15958.4,15958.4,15674.0,15787.8,1357200
2017-09-18,15759.3,15816.2,15560.2,15617.1,1206738
2017-09-19,15702.4,15816.2,15617.1,15702.4,1634166
2017-09-20,15787.8,15787.8,15531.7,15560.2,702575
2017-09-21,15531.7,15730.9,15531.7,15531.7,450200
2017-09-22,15645.5,15844.6,15588.6,15702.4,1681403
2017-09-25,15759.3,15816.2,15531.7,15531.7,732452
2017-09-26,15531.7,15617.1,15474.8,15503.3,626821
2017-09-27,15531.7,15588.6,15446.4,15503.3,881854
2017-09-28,15503.3,15645.5,14792.1,14905.9,1932005
2017-09-29,14905.9,15389.5,14905.9,15389.5,1420610
2017-10-02,15503.3,15503.3,15076.6,15076.6,364699
2017-10-03,15076.6,15275.7,14877.5,15133.5,884038
2017-10-04,14962.8,15133.5,14962.8,15076.6,296890
2017-10-05,15076.6,15076.6,14735.2,14735.2,1280940
2017-10-06,14792.1,15076.6,14792.1,15076.6,1571563
2017-10-09,15076.6,15105.0,14905.9,14962.8,225994
2017-10-10,14905.9,15019.7,14905.9,14962.8,366835
2017-10-11,14962.8,15304.2,14962.8,15304.2,2080521
2017-10-12,15389.5,15873.1,15389.5,15873.1,2587264
2017-10-13,16002.1,16002.1,15629.3,15887.4,678379
2017-10-16,15830.1,15887.4,15658.0,15715.4,556923
2017-10-17,15715.4,16116.9,15715.4,15887.4,1323240
2017-10-18,16030.8,16202.9,15973.5,16116.9,1840063
2017-10-19,16202.9,16202.9,16059.5,16174.2,1236077
2017-10-20,16346.3,16346.3,15658.0,15686.7,1715095
2017-10-23,15658.0,15772.7,15600.7,15629.3,1044660
2017-10-24,15629.3,15744.0,15600.7,15686.7,541573
2017-10-25,15772.7,15772.7,15629.3,15686.7,397678
2017-10-26,15772.7,15772.7,15600.7,15658.0,444646
2017-10-27,15658.0,15658.0,15371.2,15543.3,328761
2017-10-30,15543.3,15600.7,15428.6,15428.6,776762
2017-10-31,15485.9,15485.9,15113.1,15342.6,454030
2017-11-01,15313.9,15572.0,15313.9,15457.3,1006601
2017-11-02,15371.2,15572.0,15371.2,15457.3,750888
2017-11-03,15457.3,16002.1,15457.3,15944.8,1197211
2017-11-06,16002.1,16116.9,15858.8,15944.8,412411
2017-11-07,15944.8,16375.0,15801.4,16174.2,1764421
2017-11-08,16174.2,16633.1,16088.2,16088.2,2144691
2017-11-09,16116.9,16288.9,15944.8,16059.5,695881
2017-11-10,16174.2,16174.2,15916.1,15973.5,852942
2017-11-13,15973.5,15973.5,15572.0,15600.7,1182668
2017-11-14,15572.0,15944.8,15572.0,15686.7,1172382
2017-11-15,15629.3,15916.1,15629.3,15772.7,453729
2017-11-16,15830.1,16231.6,15830.1,16059.5,1241030
2017-11-17,16288.9,16375.0,16002.1,16030.8,1233181
2017-11-20,16059.5,16260.2,15973.5,16059.5,1615018
2017-11-21,16231.6,16231.6,15715.4,16059.5,2303082
2017-11-22,15830.1,16030.8,15830.1,15887.4,866662
2017-11-23,15830.1,15887.4,15686.7,15686.7,1205124
2017-11-24,15772.7,16317.6,15772.7,16288.9,2805378
2017-11-27,16489.7,16518.3,16288.9,16489.7,1689632
2017-11-28,16633.1,16747.8,16432.3,16518.3,1923286
2017-11-29,16575.7,16575.7,16346.3,16575.7,1122249
2017-11-30,16633.1,17063.2,16633.1,16862.5,1306656
2017-12-01,16862.5,17091.9,16747.8,16862.5,1257140
2017-12-04,16862.5,17550.7,16833.8,17550.7,1475127
2017-12-05,17493.4,17952.2,17378.7,17608.1,2620195
2017-12-06,17493.4,17550.7,17149.3,17206.6,1554093
2017-12-07,17464.7,17952.2,17235.3,17952.2,1105427
2017-12-08,18066.9,18066.9,17493.4,17608.1,416082
2017-12-11,17608.1,17608.1,16919.8,16919.8,721074
2017-12-12,16919.8,17091.9,15772.7,16862.5,1222436
2017-12-13,16862.5,16862.5,16116.9,16633.1,701958
2017-12-14,16461.0,17608.1,16346.3,17608.1,959886
2017-12-15,17206.6,18066.9,17206.6,17780.2,1785341
2017-12-18,17665.5,18267.7,17665.5,18210.3,1122740
2017-12-19,18210.3,18267.7,18009.6,18066.9,1623152
2017-12-20,19328.8,19328.8,18124.3,18353.7,1405941
2017-12-21,18267.7,18468.4,18095.6,18325.0,2145435
2017-12-22,18353.7,18353.7,17493.4,17780.2,814171
2017-12-25,17780.2,17780.2,17034.5,17034.5,466453
2017-12-26,17034.5,17464.7,17034.5,17321.3,432809
2017-12-27,17636.8,17636.8,17235.3,17321.3,234160
2017-12-28,17493.4,17493.4,17063.2,17264.0,252438
2017-12-29,17206.6,17722.8,17206.6,17264.0,339569
2018-01-02,17264.0,17665.5,17264.0,17665.5,228890
2018-01-03,17837.5,17923.6,17665.5,17665.5,599524
2018-01-04,17665.5,18009.6,17550.7,18009.6,602973
2018-01-05,18009.6,18009.6,17493.4,17665.5,382407
2018-01-08,17665.5,17780.2,17493.4,17780.2,458414
2018-01-09,18066.9,18181.7,17837.5,18153.0,782601
2018-01-10,18239.0,19185.4,18239.0,18927.3,1755527
2018-01-11,19099.3,19099.3,18755.2,18927.3,665102
2018-01-12,18927.3,19099.3,18583.1,18640.5,871916
2018-01-15,18812.6,19787.6,18640.5,19787.6,2355161
2018-01-16,19672.9,20189.1,19558.2,19672.9,1289154
2018-01-17,19672.9,19902.3,18755.2,18755.2,1256539
2018-01-18,18353.7,18726.5,18009.6,18583.1,840583
2018-01-19,18755.2,19156.7,18411.1,18669.2,713019
2018-01-22,19214.0,19902.3,19214.0,19701.6,1256127
2018-01-25,20074.4,20189.1,19586.9,19787.6,3021481
2018-01-26,19845.0,20074.4,19443.5,19500.8,1043536
2018-01-29,19500.8,19730.2,19214.0,19242.7,739906
2018-01-30,18697.8,20561.9,18697.8,20074.4,1282222
2018-01-31,20361.2,20590.6,20017.0,20017.0,1733578
2018-02-01,20189.1,20189.1,19500.8,19529.5,578793
2018-02-02,19386.1,19615.5,19328.8,19615.5,468510
2018-02-05,18640.5,19500.8,18267.7,18267.7,679059
2018-02-06,17005.9,18267.7,17005.9,17005.9,983196
2018-02-07,17264.0,18181.7,17264.0,18181.7,1079807
2018-02-08,17780.2,19214.0,17780.2,19214.0,753483
2018-02-09,18009.6,19328.8,18009.6,19300.1,528660
2018-02-12,18927.3,19214.0,18525.8,18927.3,623403
2018-02-13,19500.8,19500.8,18984.6,19099.3,160274
2018-02-21,19099.3,19271.4,18755.2,18927.3,360632
2018-02-22,18927.3,19500.8,18755.2,19214.0,865713
2018-02-23,19214.0,19386.1,19042.0,19099.3,407837
2018-02-26,19443.5,19787.6,19099.3,19500.8,778755
2018-02-27,20538.1,20538.1,19915.7,20226.9,332158
2018-02-28,20258.0,20320.3,19915.7,19915.7,215007
2018-03-01,19915.7,19978.0,19791.3,19884.6,462536
2018-03-02,19542.3,20724.8,19542.3,20538.1,316947
2018-03-05,20787.0,21720.6,20787.0,21098.2,579147
2018-03-06,20973.7,21658.4,20693.7,21471.6,538269
2018-03-07,21471.6,21471.6,21160.5,21347.2,509743
2018-03-08,21191.6,21689.5,21191.6,21627.2,322343
2018-03-09,21782.8,22031.8,21627.2,21907.3,332887
2018-03-12,21907.3,21907.3,21533.9,21533.9,244160
2018-03-13,21845.1,21845.1,21533.9,21720.6,187211
2018-03-14,21720.6,21845.1,21471.6,21720.6,480882
2018-03-15,21533.9,22156.2,21533.9,22094.0,513885
2018-03-16,22031.8,22405.2,22031.8,22094.0,242643
2018-03-19,22280.7,22280.7,21845.1,22031.8,351729
2018-03-20,21782.8,21969.5,21627.2,21720.6,317924
2018-03-21,22031.8,22031.8,21720.6,21907.3,301022
2018-03-22,21845.1,22280.7,21658.4,21658.4,381450
2018-03-23,21160.5,21658.4,21160.5,21658.4,235978
2018-03-26,21658.4,21658.4,21222.7,21658.4,84571
2018-03-27,21782.8,22031.8,21627.2,21720.6,347441
2018-03-28,21720.6,22840.8,21596.1,22747.5,881831
2018-03-29,22716.4,22965.3,22405.2,22591.9,102232
2018-03-30,22872.0,23214.3,22405.2,22965.3,582734
2018-04-02,23276.5,24272.3,23214.3,23898.9,708825
2018-04-03,23961.1,24178.9,23712.2,23930.0,367771
2018-04-04,23930.0,24832.4,23649.9,24583.5,621673
2018-04-05,24583.5,24894.7,24396.8,24894.7,259298
2018-04-06,25330.3,26637.3,25330.3,26326.1,1080519
2018-04-09,26699.5,26699.5,25454.8,25454.8,637744
2018-04-10,25205.8,25766.0,25205.8,25517.0,700920
2018-04-11,26077.2,26077.2,25454.8,25517.0,888714
2018-04-12,25517.0,25579.3,25205.8,25548.1,529300
2018-04-13,25517.0,25579.3,25081.4,25081.4,468311
2018-04-16,24894.7,25268.1,24583.5,25050.3,244029
2018-04-17,24925.8,25392.6,24583.5,25392.6,228541
2018-04-18,25517.0,26637.3,25485.9,26077.2,875749
2018-04-19,26077.2,26575.0,25392.6,25392.6,269215
2018-04-20,24832.4,25454.8,24832.4,25268.1,426076
2018-04-23,25268.1,25268.1,23525.5,23525.5,786031
2018-04-24,21907.3,22405.2,21907.3,21907.3,914571
2018-04-26,21782.8,22560.8,20382.5,22031.8,1182006
2018-04-27,22062.9,22405.2,21160.5,22405.2,522154
2018-05-02,22405.2,22405.2,20849.3,22094.0,394707
2018-05-03,20880.4,21751.7,20569.2,21471.6,932596
2018-05-04,21222.7,21782.8,20538.1,21782.8,483186
2018-05-07,21782.8,21782.8,21160.5,21782.8,270542
2018-05-08,21782.8,21782.8,21378.3,21378.3,144218
2018-05-09,21160.5,21253.8,20755.9,21098.2,476755
2018-05-10,21036.0,21036.0,20289.1,20289.1,680926
2018-05-11,20289.1,21098.2,19729.0,21098.2,819048
2018-05-14,21098.2,21160.5,20787.0,21036.0,323612
2018-05-15,21036.0,21284.9,20787.0,21160.5,235424
2018-05-16,21160.5,21284.9,20538.1,21160.5,316539
2018-05-17,19697.9,21222.7,19697.9,21160.5,405703
2018-05-18,21160.5,21160.5,20351.4,20973.7,293715
2018-05-21,21347.2,21347.2,20911.5,21036.0,176112
2018-05-22,21036.0,21036.0,19604.5,20226.9,420491
2018-05-23,19168.9,20507.0,19168.9,20289.1,387663
2018-05-24,20351.4,20475.9,19511.2,19604.5,481378
2018-05-25,19666.8,19729.0,18671.0,19293.4,708110
2018-05-28,19106.7,19106.7,17955.3,18484.3,1524095
2018-05-29,18422.0,18546.5,17301.8,18546.5,664738
2018-05-30,18546.5,18546.5,17893.0,17893.0,550446
2018-05-31,17986.4,18639.9,17893.0,18608.8,400934
2018-06-01,18795.5,18795.5,18359.8,18359.8,230466
2018-06-04,18671.0,19635.7,18671.0,19635.7,899958
2018-06-05,20787.0,21004.9,20226.9,21004.9,1115724
2018-06-06,22129.2,22372.7,21224.5,22198.8,578653
2018-06-07,22198.8,22198.8,21294.1,22059.6,559593
2018-06-08,21433.3,21920.4,21224.5,21294.1,319831
2018-06-11,20911.4,21920.4,20911.4,21363.7,350205
2018-06-12,21224.5,21572.5,20528.6,21502.9,635376
2018-06-13,20946.2,21781.2,20876.6,20876.6,625806
2018-06-14,20667.8,21363.7,20667.8,21224.5,483129
2018-06-15,21224.5,21224.5,20807.0,21154.9,222419
2018-06-18,21224.5,21224.5,20528.6,20737.4,769349
2018-06-19,20319.9,20667.8,19310.8,20076.3,1566187
2018-06-20,19971.9,20250.3,19345.6,20076.3,488805
2018-06-21,19902.3,20076.3,19136.9,19415.2,627563
2018-06-22,19136.9,19971.9,19136.9,19484.8,382426
2018-06-25,19832.8,19832.8,19554.4,19763.2,1033887
2018-06-26,19763.2,19832.8,19206.5,19763.2,1005624
2018-06-27,19763.2,19763.2,19345.6,19484.8,573331
2018-06-28,19415.2,19554.4,18997.7,19554.4,565754
2018-06-29,19276.0,19519.6,19136.9,19484.8,456754
2018-07-02,19206.5,19554.4,18788.9,19554.4,741138
2018-07-03,19136.9,19484.8,18788.9,18788.9,367469
2018-07-04,18788.9,19624.0,18510.6,19624.0,602787
2018-07-05,19832.8,19832.8,19136.9,19693.6,558112
2018-07-06,19206.5,20041.5,19206.5,19832.8,518326
2018-07-09,19832.8,20319.9,19832.8,20180.7,537583
2018-07-10,20424.3,20424.3,19902.3,20145.9,257393
2018-07-11,19693.6,20041.5,19415.2,19484.8,357650
2018-07-12,19763.2,20111.1,19345.6,19798.0,513214
2018-07-13,19832.8,20319.9,19693.6,20319.9,387866
2018-07-16,20389.5,20807.0,20111.1,20737.4,714383
2018-07-17,20841.8,20946.2,20459.1,20876.6,491859
2018-07-18,20876.6,21224.5,20598.2,21224.5,401093
2018-07-19,21224.5,21711.6,20667.8,21572.5,592824
2018-07-20,21259.3,21572.5,21085.3,21398.5,253644
2018-07-23,21224.5,21224.5,20528.6,20528.6,614651
2018-07-24,20528.6,20946.2,20180.7,20876.6,202415
2018-07-25,21572.5,21572.5,20667.8,20981.0,1379555
2018-07-26,20981.0,20981.0,20528.6,20528.6,186133
2018-07-27,20250.3,20946.2,20180.7,20807.0,218263
2018-07-30,20737.4,20876.6,20598.2,20667.8,369252
2018-07-31,20563.4,21572.5,20563.4,21294.1,908395
2018-08-01,21294.1,21398.5,20876.6,21224.5,376186
2018-08-02,21224.5,21224.5,20598.2,21085.3,268182
2018-08-03,21085.3,21259.3,20737.4,20772.2,424165
2018-08-06,20876.6,20876.6,20598.2,20807.0,340229
2018-08-07,20807.0,20841.8,20528.6,20772.2,334959
2018-08-08,20876.6,20876.6,20180.7,20215.5,503605
2018-08-09,20528.6,20737.4,20319.9,20633.0,453398
2018-08-10,20528.6,20702.6,20250.3,20285.1,214200
2018-08-13,20285.1,20459.1,20180.7,20215.5,523924
2018-08-14,20389.5,20389.5,20145.9,20285.1,510920
2018-08-15,20285.1,20354.7,20041.5,20319.9,464580
2018-08-16,19971.9,20319.9,19937.1,20319.9,301767
2018-08-17,20180.7,20493.8,20076.3,20250.3,366040
2018-08-20,20285.1,20459.1,19971.9,20459.1,551584
2018-08-21,20459.1,21294.1,19971.9,21189.7,1281527
2018-08-22,21537.7,21572.5,21015.8,21189.7,893792
2018-08-23,20911.4,21224.5,20876.6,20876.6,533559
2018-08-24,20737.4,21224.5,20702.6,21085.3,449295
2018-08-27,21085.3,21120.1,20876.6,21085.3,706570
2018-08-28,21154.9,22059.6,20946.2,22059.6,1845905
2018-08-29,22059.6,22546.7,21781.2,22268.4,901762
2018-08-30,22059.6,22198.8,22059.6,22198.8,593139
2018-08-31,21990.0,22129.2,21572.5,21572.5,839114
2018-09-04,21572.5,21816.0,20981.0,21085.3,741125
2018-09-05,20981.0,21189.7,20737.4,20876.6,509937
2018-09-06,20772.2,21015.8,20667.8,20946.2,263791
2018-09-07,20772.2,21085.3,20772.2,21085.3,189004
2018-09-10,21189.7,21328.9,20981.0,21328.9,390724
2018-09-11,21363.7,21781.2,21363.7,21572.5,662288
2018-09-12,21572.5,21816.0,21363.7,21363.7,364795
2018-09-13,21502.9,21642.1,21189.7,21433.3,522534
2018-09-14,21572.5,21572.5,21224.5,21294.1,431152
2018-09-17,21294.1,21711.6,21294.1,21502.9,1089455
2018-09-18,21502.9,22164.0,21433.3,22094.4,1773046
2018-09-19,22407.5,22407.5,22024.8,22164.0,1452074
2018-09-20,22233.6,22685.9,22129.2,22546.7,1566017
2018-09-21,22651.1,22894.7,22059.6,22546.7,1003985
2018-09-24,22755.5,22755.5,22303.1,22477.1,518497
2018-09-25,22407.5,22511.9,22129.2,22129.2,666287
2018-09-26,22024.8,22616.3,21920.4,22129.2,793010
2018-09-27,22337.9,22337.9,22024.8,22268.4,473822
2018-09-28,22407.5,23242.6,22407.5,22685.9,2204250
2018-10-01,22685.9,23033.8,22616.3,22720.7,996854
2018-10-02,22685.9,22755.5,22268.4,22303.1,812058
2018-10-03,22268.4,22337.9,22059.6,22129.2,762165
2018-10-04,22129.2,22337.9,22059.6,22268.4,604884
2018-10-05,22337.9,22616.3,22129.2,22129.2,528971
2018-10-08,22198.8,22616.3,21990.0,22546.7,727269
2018-10-09,22616.3,23242.6,22616.3,22825.1,1170193
2018-10-10,22825.1,22894.7,22477.1,22546.7,468145
2018-10-11,21920.4,21990.0,20981.0,20981.0,1602918
2018-10-12,20528.6,21502.9,20528.6,21294.1,1140108
2018-10-15,21294.1,21537.7,20946.2,21189.7,645627
2018-10-16,21294.1,21363.7,21085.3,21363.7,342982
2018-10-17,21363.7,21781.2,21363.7,21711.6,710516
2018-10-18,21711.6,21781.2,21363.7,21572.5,357047
2018-10-19,21572.5,21572.5,21120.1,21433.3,427809
2018-10-22,21990.0,22094.4,21642.1,21711.6,1059947
2018-10-23,21711.6,21781.2,20563.4,21224.5,747929
2018-10-24,21224.5,21294.1,20528.6,20737.4,339062
2018-10-25,19867.5,20528.6,19554.4,20215.5,775943
2018-10-26,20528.6,20528.6,19832.8,19832.8,307194
2018-10-29,19624.0,19832.8,18788.9,18962.9,809737
2018-10-30,18962.9,19206.5,18823.7,19067.3,291149
2018-10-31,19276.0,20180.7,19206.5,20041.5,525326
2018-11-01,20041.5,20180.7,19624.0,19693.6,416064
2018-11-02,19798.0,20180.7,19693.6,19798.0,455967
2018-11-05,19763.2,19902.3,19484.8,19902.3,436147
2018-11-06,19971.9,20111.1,19484.8,19867.5,449858
