Date,Open,High,Low,Close,Volume
2017-01-03,17195.0,17369.0,17195.0,17326.0,130543
2017-01-04,17326.0,17369.0,17326.0,17326.0,99223
2017-01-05,17326.0,17326.0,16761.0,16848.0,288745
2017-01-06,16935.0,17195.0,16761.0,17108.0,117198
2017-01-09,17022.0,17282.0,16978.0,17108.0,160654
2017-01-10,17108.0,17195.0,17108.0,17108.0,60752
2017-01-11,17108.0,17195.0,17022.0,17195.0,62330
2017-01-12,17195.0,17195.0,17065.0,17195.0,104359
2017-01-13,17195.0,17369.0,17108.0,17195.0,104877
2017-01-16,17195.0,17282.0,17108.0,17195.0,116841
2017-01-17,17239.0,17239.0,17108.0,17195.0,152479
2017-01-18,17195.0,17195.0,17108.0,17108.0,61408
2017-01-19,17152.0,17152.0,17108.0,17108.0,39945
2017-01-20,17108.0,17195.0,17108.0,17195.0,61339
2017-01-23,17195.0,17195.0,17065.0,17108.0,38413
2017-01-24,17108.0,17108.0,16935.0,16935.0,182153
2017-01-25,17022.0,17108.0,16761.0,17108.0,140941
2017-02-02,17108.0,17195.0,17108.0,17195.0,40739
2017-02-03,17108.0,17152.0,17065.0,17108.0,25160
2017-02-06,17108.0,17108.0,16978.0,17022.0,61178
2017-02-07,17022.0,17108.0,16848.0,16935.0,140596
2017-02-08,16935.0,16935.0,16761.0,16848.0,160344
2017-02-09,16935.0,17195.0,16848.0,17022.0,176487
2017-02-10,17022.0,17195.0,17022.0,17108.0,156601
2017-02-13,17108.0,17456.0,17065.0,17456.0,200265
2017-02-14,17543.0,17629.0,17369.0,17543.0,173816
2017-02-15,17543.0,18151.0,17456.0,17629.0,356855
2017-02-16,17803.0,18845.0,17716.0,18672.0,178974
2017-02-17,18411.0,18672.0,18411.0,18672.0,70355
2017-02-20,18672.0,18758.0,18064.0,18672.0,334056
2017-02-21,18498.0,19887.0,18498.0,19366.0,371168
2017-02-22,19627.0,19627.0,18932.0,19106.0,90069
2017-02-23,19019.0,19280.0,18758.0,19106.0,97807
2017-02-24,19106.0,19106.0,18758.0,19019.0,97726
2017-02-27,19019.0,19106.0,18932.0,19019.0,47441
2017-02-28,18932.0,19019.0,18932.0,19019.0,85048
2017-03-01,19019.0,19453.0,19019.0,19453.0,191790
2017-03-02,20235.0,20235.0,19540.0,20148.0,374749
2017-03-03,20148.0,20322.0,19801.0,20235.0,165802
2017-03-06,19887.0,20409.0,19887.0,20322.0,187046
2017-03-07,20061.0,20409.0,20061.0,20365.0,88894
2017-03-08,20365.0,20452.0,20148.0,20409.0,114929
2017-03-09,20409.0,20409.0,20148.0,20191.0,142611
2017-03-10,19974.0,20322.0,19974.0,20235.0,41810
2017-03-13,20235.0,20322.0,19887.0,20061.0,325443
2017-03-14,20061.0,20105.0,19974.0,20061.0,253395
2017-03-15,20061.0,20322.0,20061.0,20235.0,258876
2017-03-16,20148.0,21016.0,20061.0,21016.0,317900
2017-03-17,21016.0,21885.0,21016.0,21103.0,194761
2017-03-20,21103.0,21798.0,21103.0,21234.0,113329
2017-03-21,21234.0,21234.0,20843.0,21016.0,131269
2017-03-22,20843.0,21190.0,20843.0,21016.0,159871
2017-03-23,21103.0,21103.0,20843.0,21016.0,111383
2017-03-24,20843.0,21103.0,20843.0,21016.0,48938
2017-03-27,20843.0,21190.0,20843.0,21016.0,137786
2017-03-28,21103.0,22449.0,21103.0,22449.0,260361
2017-03-29,22449.0,22449.0,21841.0,22059.0,47211
2017-03-30,21885.0,22232.0,21885.0,22059.0,67315
2017-03-31,21972.0,22145.0,21928.0,22015.0,53878
2017-04-03,21972.0,22319.0,21972.0,22232.0,73913
2017-04-04,22319.0,22406.0,21972.0,21972.0,115021
2017-04-05,21885.0,21972.0,21711.0,21711.0,151489
2017-04-07,21711.0,21711.0,21451.0,21451.0,129887
2017-04-10,21451.0,21538.0,21364.0,21494.0,89424
2017-04-11,21538.0,22406.0,21494.0,21624.0,294836
2017-04-12,21711.0,21885.0,21624.0,21711.0,148241
2017-04-13,21711.0,21798.0,21451.0,21711.0,177696
2017-04-14,21624.0,21711.0,21364.0,21538.0,105418
2017-04-17,21624.0,21885.0,21538.0,21711.0,167851
2017-04-18,21711.0,21798.0,21624.0,21798.0,132178
2017-04-19,21798.0,22319.0,21755.0,22232.0,196511
2017-04-20,22232.0,22319.0,21841.0,22059.0,170477
2017-04-21,21885.0,22059.0,21885.0,21972.0,88514
2017-04-24,21972.0,21972.0,21798.0,21885.0,171329
2017-04-25,21885.0,21885.0,21451.0,21624.0,195130
2017-04-26,21624.0,21798.0,21538.0,21711.0,81847
2017-04-27,21711.0,21885.0,21624.0,21711.0,136853
2017-04-28,21711.0,21711.0,21538.0,21711.0,64529
2017-05-03,21711.0,21798.0,21538.0,21711.0,111866
2017-05-04,21798.0,22189.0,21798.0,22145.0,198699
2017-05-05,22145.0,22232.0,21928.0,22145.0,192481
2017-05-08,22145.0,23665.0,22059.0,23665.0,481756
2017-05-09,24230.0,24273.0,23795.0,24013.0,622006
2017-05-10,24099.0,24099.0,23795.0,23882.0,168277
